source_path,sha256,decision,reason
design/src/main/res/drawable/bg_b.xml,07e0f58e81042b946e4f56e894fc130da9b324e0e9d25ed2270d79d8188c5fa2,rewrite,Recreate behavior or styling without copying source XML.
design/src/main/res/drawable/bg_bottom_sheet.xml,ccc6344459b72aac3bd74ae8fea5d98d6093c36fcc14dd466d564a8a24a0d0e1,rewrite,Recreate behavior or styling without copying source XML.
design/src/main/res/drawable/button_background.xml,491c746f1d40a1e1a2c451ab65aee1c96fc1bd1ca3dd4349a4e8e2c0eb751ad2,rewrite,Recreate behavior or styling without copying source XML.
design/src/main/res/drawable/card_border.xml,47623de814a22cb32e47b66b135a0c6ede1e6f55e928b0c24a3a8a9c1c0f5091,rewrite,Recreate behavior or styling without copying source XML.
design/src/main/res/drawable/card_border_selected.xml,52f13c48213254a07b2456879b5c781e62ea2f7043877cd93d6b59833a062904,rewrite,Recreate behavior or styling without copying source XML.
design/src/main/res/drawable/check_24px.xml,38d6fee56bb086fc7a511de667b984317453e6015f8962f96de7a00f2db023e4,rewrite,Replace generic controls with the approved icon library.
design/src/main/res/drawable/checkmarkcirclefill.png,5fc575007da0a776e8ddf1878157582948d5c794a81b2d928ee4a4670aa77fff,reference,Visual reference only; direct migration needs asset allowlist review.
design/src/main/res/drawable/country_flag_ad.xml,eee963d7304f6127b4a45031e65d6750f0f63b7db7b274f8bedf941e3f54640d,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ae.xml,2d74e3d474ed769186ef900c56a3f727e5ac7d6fe45a32df1a7d3998e55a3235,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_af.xml,f6b115d36e3086d8a35fc4f1a41ded349d141514b836f13d3cdf2b26691fb1e6,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ag.xml,49c4c501da6d923280a179466cff19a89cf584acff76a258747cfcfa6e6ba5bd,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ai.xml,487702bad58eb78e44e28b7f57657217a6c570009ef4b551dce4e8086d781c7f,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_al.xml,181e08aa34280083a3baeeefcd87026747ce4b8457049537002c9c27a316e43c,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_am.xml,fe1124995abb10b2d3c387f873ada5670e8b9664725685326f65f1d3ff3bfbed,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ao.xml,43d692e165daea3d9aac464f2e177f2a465ffce1a605b393f3d8296155c963b9,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_aq.xml,111f74764506834cfd5615a6017899475c0055cd306ca19460e75aab7fed7783,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ar.xml,54a7d86fa2dc1975d28c2a600992326c7d5b4c716e6a01608dbf8cf1ddeb1919,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_arab.xml,981656041a5c74d69f3242fb63c0393260c1546a46a3ccc4fa5caf3be8404eb9,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_as.xml,f310f75b587f8782678cd7405855eebf2b619f8c9fdf6225876235197f1e7a6e,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_at.xml,57c3bb52b561298e62c2b425a60a2539ae0cb9e428a9c60e04e7d128681b7d79,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_au.xml,3838a001973eb85e191022d16d27ae9f2747ba07edd98df205c48aa15096f05d,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_aw.xml,bddd462a456a813a6701b41b9176f4c1449ba975ce7f55e86aa1516769cc9937,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ax.xml,e938f51a07a8460fa8dc573a5ed5611dcc3e51ca83ea19704a7317ffa3721794,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_az.xml,6929e21c6fc67840e5e558fa51fcf2c059616ce6f5914dfface4c859fe9837bc,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ba.xml,f5bacb573c6141ac204bb4387694f940cb8139b489fd37bfb37512872b0bb425,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bb.xml,1173843de088e6df092eaf1d5a3527c072cbf4db4788211f4da3845969a54e4f,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bd.xml,5083d8f52296d5f031a92bf1909d0f2dcf853cde34529ce7fb463a571fd69849,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_be.xml,8a24d94d9577c0e2c41a3c1ac7f0fdb65294fc61c7c2f0e1271cc0d1f44024d7,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bf.xml,72dc59837249f1f171cbf15944e5153fb6fc23ee5d917f47b86ebfadc5885c40,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bg.xml,3ca697f3bbe25b5b8ce552fb1f9f0904ff1e7acee99d353918f73428db402779,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bh.xml,1e3224c41bcac8ef1e19f8dcaa42a00d38ea33dc8420bc21accd5acc2909a6e7,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bi.xml,bd4b51131305520bb6044e90f5c1d775fe69960a6f0b26abaced9bad0a0d06c7,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bj.xml,af700bcd50a1a697828830914ed2326e599e8f5b21716b07a01470e9316947d6,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bl.xml,5ab78e59962e8cfaf787f8b412dc2bd357aed9e21e1b9dfd5408ab444c15d295,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bm.xml,f40f7fa21c18017defa55ec1f227108eabd43f31237fec685da5cf3eebbc2588,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bn.xml,d951f508797eee3a0cdc47ce7c9b1dcfc4778dbc265d054fad3a428b73cf1dc7,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bo.xml,f5184b01bc4b0a3b8cdfadba6daec70dccf1e79e34820219c3ce4d257cf9710e,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bq.xml,cd0da84bcb60ed50f1e125b4f0878d7a5b1295f3b13384bddbb40233898292c5,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_br.xml,6ca92d2ffeb77fd6af9f7f40bdaec4f43d89666e5d258f5fe6fc66c39298adb4,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bs.xml,07e9348c611477eb30308879350a35a7d310177ab6b374b7b67f134bb7eec726,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bt.xml,c71c47ae83496accc1213c5632fbbe143af9bdb490436d5e1487e7a9facd04ca,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bv.xml,a7e5682b7ed0ef8cf16c92a1fe92b7bf3f37f7793a2e0473f483809554e653f6,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bw.xml,84a70be3fff7ffbe4ff6cc977c6578b5ea358f83fd89cb0d297c9e31eb384fb4,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_by.xml,e4b8b67c5dd46f282db2d034522ac7d21ee720ab72dc14aa979069eac4375268,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_bz.xml,c318ec7b6a1a417b5b96b2951a60887c2002d7658e459904a8f6076614d06288,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ca.xml,4dc58cf18134fb0ebe15acbc28f7ac6dd68b6f301e3c2c3167ba9927124398e0,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cc.xml,fd3dc6ab0f6b52586b678a67d75bf58eb586a7dfd4bc9895b1e29c3cca8df284,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cd.xml,8d85cc596efc46acb61deb21be9b259facf5a8e54eee83c1520e03422ba4d8a2,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cefta.xml,0cb2d8770cb5cc76cf52856e4c2026949343827844e085acef651b1a55f8beb8,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cf.xml,664eb1f19637c76c5a6cc0b558bafa712448ab0aeb6375309f6fdaca71eef94b,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cg.xml,68f233a508fab2deafb7c3081a9232f795bf89a5c49c1df79839bca5ac9744d8,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ch.xml,fc6b2555b19bbe52ff6cf50398ffe55f97f3ee63303d1d2e0f91155afb356ad3,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ci.xml,e9524706a4fde29678914c10b2ca2af9ef2697ea9f27cb759a2e4d2736013e64,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ck.xml,4ca7239edccddb89722bb9e31b242b2efb7aebbd79d8d15a4575df7d4c3de6b4,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cl.xml,36e28ffdb94ba84c1b522c581f4bc3aedf1ee7f37ac5a8085cf867741f3fc34a,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cm.xml,4bcd010d5440c6399ed07fb9f21759343380ca745bce83df608a8cbb9f018700,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cn.xml,38d4fdf33f9c05701357136650f96ac2086c1a189fdb7244e3bca8aa03bed932,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_co.xml,24b03963f65d6ce8f59c60545263cc2a5807d3eb1db32b22603d3261f1ac7b09,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cp.xml,67b401eee9b903277cc7db481e56346bf3a235a7ea8b65a569dee5ac79871485,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cr.xml,a42442bb7d6086bbba9604a41dbcfb0699a58ebda09167465a92b838ac823124,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cu.xml,772c4a1c293d5fd63e9856d8ce7dface201efcddd6259758bf73454df181a979,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cv.xml,661254af5dacb52c42d753c5e91f7874cdcae28dffb87eca29147157ef66e982,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cw.xml,c6ec354c20238afc7a11b7407729c0778a23b3b3ffb2cd498231203aa1e66ff8,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cx.xml,18fadff4dc54e33efc8fd23b5fd065bcb58e9b1a64da8ad0f257e1c0453f84aa,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cy.xml,40ea248f3b5fe12189f26098f62405ac037891e3f0c2e7fb489ae79e4b23946f,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_cz.xml,472422097b79668aac6a0df09ae50951d029924d3f608921e68eca6d34c37496,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_de.xml,38e6f07734c7738dcf381ce6639c5c375c39aaba8c771b2230b2309e1e0a5f11,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_dg.xml,ef21cc008c306f675d0563aa96459fb1192fb6b376fd2787d94b523051a8cc57,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_dj.xml,11334930297c5e99918adaa6eaed8da4b6703b6ec2520fa4c1a2217b9f9859b5,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_dk.xml,b7da874e821a4cfd769464f7c80c77cab83435e9e7446ea39d28563dc14d9d5d,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_dm.xml,d143d8e8471ed0935e12795a5a7fe749d4da19b4440de5ac84ef9fef5c7bde5b,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_do.xml,7cd092fcb7a1dd0a5b83c90d05d1dd5f348c307e5fb3fee38a6ccaaaf91af03d,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_dz.xml,746baa0c0117840c33dd508145e0510bcdbe710bf13d065914b50cefbab33cc9,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_eac.xml,f557e6fd4261010a2580c82fc02c9bc6fe926f22ffad5a6913e4c134504bef5f,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ec.xml,ee6e70268a94a57c12bed3a0b72c92ceeb0a96278908918597bc3bb1d45ea3f6,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ee.xml,e8cfa84917cfa872061dc79622ed63cf8285db2a4ee6144a8946e14f8c6cbc19,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_eg.xml,dd73897caa46921971447e96887b94b9f0bd40ee0a1481ca896cd04782d0f791,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_eh.xml,c9a8ffc9d565e338b148d29bfca854acd9cbab589c0d08d90449f6b25137abad,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_er.xml,36ed57c0eaff7168976f4662afa319f6239aaee5986d81af440c63f3da30810a,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_es.xml,0d507c45559d7f34025963c1085320b6b518602391e8869f36b78605f39ebb4c,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_es_ct.xml,1e253a5fe7a7ee9272d307d89983db67e232c14f1eb2eef4ee7f5dbd46c1e2bd,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_es_ga.xml,15af465af84709d8db1c7872cb5d80b526b161475f41f85a57a25a3398f54010,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_es_pv.xml,61c2367882789f5a5e79ef7e8f0866eadbf75821f1a2f5a5d20511351e8dd198,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_et.xml,0077236a472384d56ab6ff5e5d290ff41b335fe123a3078f92885b19b2ad7ea3,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_eu.xml,d170fd0e67351ec668d38bad3b197a933a10f84fe99ab4007d6a8c2e08052e2f,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_fi.xml,3e0b982bf56d1b25eab02559f3009d246d4a7041f6fffa87c0c8264ca47a9d8b,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_fj.xml,4270929f4ea074cf54adea9b3940760c003ec18d7c838e9ed2866eb0724ad468,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_fk.xml,0fbf08ce15ccffc25614f7f0bc861a5da1d9a695e38d1cac299ecb822e9d91fc,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_fm.xml,2c6e08d568ef4b501ef589c6a506ced2f6f557d2479559f3d0dfa8ae8c1bd05d,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_fo.xml,0891bcbe4cf9ea473ef3462f8d48c812d3a3ea6fa420bca8901b76cd39845fc5,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_fr.xml,cf3e5e0aa16373ed826db3146143dca431e768dee28191f98c0f5e5425a46539,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ga.xml,4d08daa3ed7e849d499691e14bff7246033642167cd75eb04ee0794a2ec5636e,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gb.xml,2b171259c524d8731bee19b4739db1087dd3a2c65c2bf24aeacac705f58321d3,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gb_eng.xml,b3699eab7a0d215a361422b67443250bfc871850c52050c34fe5a20c15671462,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gb_nir.xml,4fe2833b2f563e0c170eb6f347a8d37c85bc5393c0273725a219737eb84a51b8,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gb_sct.xml,d64822cbd7d72ddf950a01e6122b2d952554aeab54f2c4ef9943aaee5e1d653a,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gb_wls.xml,d3747637bec88135784752f385cab4bb10b713437bba18a6ab65951c667be177,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gd.xml,66614eff29cf9f45b3f483177efef13a4a0d1a8d3313b528c9670bbef41d3c31,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_ge.xml,070b3f1ee8a9c287536566aae40dc064711d5ac57248f61dba1dbf573acf79a0,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gf.xml,cf3e5e0aa16373ed826db3146143dca431e768dee28191f98c0f5e5425a46539,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gg.xml,056936308703144195ba7fec99463312b02fe621d7e92f41bbaa8c99cc1cd671,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gh.xml,806a2424e0dfee5722b236c903d2623f2f0e4fbed6065e169e9db34a1be413bc,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gi.xml,145fb72cf50cc12cb7831edda5dcf9d5471778936f015b1d89722524815134fe,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gl.xml,baa677ceae7866e066043147b9385c26b94f164e6c27efe4ccd67ad26223257a,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gm.xml,85169213d8af18a6f8bfa3e52aecac0f98bbb7c0ff7abf479663179cba6325a4,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gn.xml,2045b0caca8b073359fa03ca461e6e3f10e16d338b4e1676965def226796bf2a,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gp.xml,cf3e5e0aa16373ed826db3146143dca431e768dee28191f98c0f5e5425a46539,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gq.xml,c5820a9cfcb7867147f03f5b37e00f633398e44e171eacffc6dd86f597cb752a,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gr.xml,60513f7a222afdd2e57db009bdb3f9832502c3990fefa018f43eb17e92098c9e,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gs.xml,e31610d128d9d3105c22065a1ed1a0224d29039328b00f051f13d65b7f49c458,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gt.xml,9ac76264dd494376f965598ff9097551bb8b287ba76e07e7d573559bec7ff5a1,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gu.xml,25a121a2f3cfd6587795f9a302ea803ce1fe0e81247dd0de47ee99f8750396d0,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gw.xml,2bd32e39eb6ce011ffdc7c96bc681e6ae44039e6d6960f98bc15260289c3f283,reference,Visual reference only; migrate a used flag after license review.
design/src/main/res/drawable/country_flag_gy.xml,f6e98d66aa71d3fb01c2763e974b0abf322538ab80d894e3bb5cb8c5afa2fae0,reference,Visual reference only; migrate a used flag after license review.
